Date,Open,High,Low,Close,Adj Close,Volume
2022-09-19,550.000000,557.000000,543.000000,548.099976,548.099976,4657454
2022-09-20,550.799988,564.549988,547.200012,559.750000,559.750000,8499419
2022-09-21,558.000000,561.799988,549.500000,551.400024,551.400024,2075187
2022-09-22,545.099976,551.450012,540.099976,545.799988,545.799988,3493307
2022-09-23,542.750000,545.000000,537.099976,539.450012,539.450012,2118150
2022-09-26,535.000000,536.450012,520.000000,522.750000,522.750000,3974804
2022-09-27,525.400024,526.900024,515.250000,520.849976,520.849976,2994372
2022-09-28,518.349976,520.250000,510.000000,514.450012,514.450012,3564554
2022-09-29,518.000000,529.750000,517.000000,528.000000,528.000000,5428542
2022-09-30,526.000000,532.400024,521.500000,530.450012,530.450012,3216079
2022-10-03,530.549988,530.549988,518.049988,518.700012,518.700012,2951085
2022-10-04,522.200012,533.099976,522.200012,531.950012,531.950012,2257640
2022-10-06,535.000000,539.200012,528.799988,529.650024,529.650024,3033739
2022-10-07,529.950012,533.500000,525.900024,526.849976,526.849976,2762228
2022-10-10,525.799988,534.500000,520.000000,533.200012,533.200012,2979552
2022-10-11,534.000000,535.000000,521.299988,522.549988,522.549988,2358152
2022-10-12,520.099976,528.599976,520.099976,526.599976,526.599976,1768526
2022-10-13,525.000000,526.000000,518.000000,520.650024,520.650024,1463375
2022-10-14,534.400024,534.400024,521.799988,523.000000,523.000000,2214367
2022-10-17,522.000000,525.900024,518.599976,523.750000,523.750000,1486039
2022-10-18,526.099976,532.400024,523.750000,531.250000,531.250000,2757284
2022-10-19,533.200012,535.400024,529.299988,531.549988,531.549988,2135162
2022-10-20,531.000000,538.000000,527.000000,537.200012,537.200012,2285817
2022-10-21,539.900024,548.299988,536.700012,541.950012,541.950012,4221644
2022-10-24,546.799988,547.000000,539.700012,541.549988,541.549988,389166
2022-10-25,544.349976,544.799988,531.500000,533.450012,533.450012,2362781
2022-10-27,533.000000,537.950012,529.650024,533.000000,533.000000,4849578
2022-10-28,532.700012,536.500000,528.299988,530.099976,530.099976,1207153
2022-10-31,532.799988,541.299988,532.099976,540.450012,540.450012,1625350
2022-11-01,543.049988,550.900024,539.900024,544.549988,544.549988,2726938
2022-11-02,545.849976,548.150024,540.150024,542.250000,542.250000,1479779
2022-11-03,540.400024,548.299988,538.150024,545.400024,545.400024,1782757
2022-11-04,545.400024,546.900024,536.500000,539.299988,539.299988,1514523
2022-11-07,540.000000,543.500000,534.700012,536.000000,536.000000,2976001
2022-11-09,536.750000,538.200012,530.900024,531.750000,531.750000,2253327
2022-11-10,531.750000,534.500000,527.000000,528.250000,528.250000,1377280
2022-11-11,535.000000,553.000000,532.450012,542.650024,542.650024,6425663
2022-11-14,545.000000,545.200012,536.349976,538.849976,538.849976,2050388
2022-11-15,539.799988,540.950012,530.150024,532.900024,532.900024,2529334
2022-11-16,527.099976,532.150024,525.599976,528.099976,528.099976,2993826
2022-11-17,528.549988,535.549988,525.049988,531.200012,531.200012,2836626
2022-11-18,533.000000,534.750000,528.049988,531.549988,531.549988,1947066
2022-11-21,531.500000,534.900024,528.549988,532.349976,532.349976,2063314
2022-11-22,533.799988,540.599976,532.299988,539.950012,539.950012,2913409
2022-11-23,542.650024,549.099976,541.000000,547.650024,547.650024,5516902
2022-11-24,551.900024,573.549988,550.099976,572.549988,572.549988,10593189
2022-11-25,575.000000,590.000000,574.000000,586.599976,586.599976,9556330
2022-11-28,584.700012,593.000000,582.150024,586.000000,586.000000,5799007
2022-11-29,583.500000,587.500000,582.549988,584.849976,584.849976,3215187
2022-11-30,586.200012,593.000000,585.049988,590.599976,590.599976,3502958
2022-12-01,590.599976,600.900024,589.099976,596.450012,596.450012,3187533
2022-12-02,594.950012,594.950012,586.950012,589.849976,589.849976,2788220
2022-12-05,591.900024,593.799988,584.799988,588.900024,588.900024,2199625
2022-12-06,588.000000,595.400024,585.099976,586.799988,586.799988,2751347
2022-12-07,590.900024,590.900024,580.099976,581.799988,581.799988,2831232
2022-12-08,580.000000,580.799988,573.500000,577.500000,577.500000,3171602
2022-12-09,581.000000,581.900024,571.549988,579.599976,579.599976,3243513
2022-12-12,575.200012,578.000000,571.549988,576.500000,576.500000,1747003
2022-12-13,578.200012,583.799988,577.299988,582.349976,582.349976,3212182
2022-12-14,583.000000,585.549988,579.099976,580.349976,580.349976,2800824
2022-12-15,582.900024,587.250000,576.150024,580.200012,580.200012,1991517
2022-12-16,579.200012,585.700012,573.599976,575.200012,575.200012,2787126
2022-12-19,574.950012,586.750000,574.200012,584.450012,584.450012,1960076
2022-12-20,583.000000,585.000000,578.549988,579.799988,579.799988,2166279
2022-12-21,585.000000,589.900024,571.299988,575.400024,575.400024,2694392
2022-12-22,576.400024,582.799988,574.000000,577.849976,577.849976,3424491
2022-12-23,574.950012,578.950012,564.150024,565.450012,565.450012,3234932
2022-12-26,562.500000,570.750000,562.500000,569.299988,569.299988,1962030
2022-12-27,572.000000,574.200012,567.450012,569.799988,569.799988,1511387
2022-12-28,569.700012,571.750000,566.349976,568.200012,568.200012,1452719
2022-12-29,566.000000,573.200012,559.150024,571.000000,571.000000,3393061
2022-12-30,572.049988,573.000000,565.200012,566.250000,566.250000,1690896
2023-01-02,565.000000,571.400024,561.250000,570.299988,570.299988,841928
2023-01-03,570.000000,600.000000,569.500000,595.599976,595.599976,10096217
2023-01-04,599.000000,609.900024,595.000000,598.599976,598.599976,7722662
2023-01-05,600.000000,612.400024,598.000000,609.450012,609.450012,5704967
2023-01-06,608.000000,620.599976,605.650024,611.650024,611.650024,5415866
2023-01-09,615.049988,618.049988,601.750000,608.450012,608.450012,3969535
2023-01-10,608.500000,613.049988,599.549988,600.200012,600.200012,4073524
2023-01-11,600.000000,605.549988,594.349976,599.849976,599.849976,3576811
2023-01-12,602.450012,605.799988,594.599976,598.400024,598.400024,2358813
2023-01-13,599.450012,607.599976,596.349976,604.500000,604.500000,3272285
2023-01-16,605.000000,612.599976,599.849976,604.200012,604.200012,2170216
2023-01-17,607.000000,610.599976,601.200012,609.450012,609.450012,1807515
2023-01-18,610.000000,610.049988,598.450012,601.049988,601.049988,3291651
2023-01-19,601.150024,611.000000,600.750000,605.250000,605.250000,3615736
2023-01-20,608.000000,608.400024,588.250000,590.549988,590.549988,4255202
2023-01-23,595.000000,596.450012,585.200012,589.200012,589.200012,3884783
2023-01-24,591.000000,594.750000,588.150024,589.549988,589.549988,2219052
2023-01-25,590.000000,591.750000,580.099976,585.049988,585.049988,1443501
2023-01-27,586.450012,593.900024,578.049988,587.700012,587.700012,3632289
2023-01-30,586.799988,592.349976,583.299988,587.950012,587.950012,2843943
2023-01-31,587.950012,589.500000,572.950012,578.849976,578.849976,3073978
2023-02-01,582.900024,584.650024,502.350006,515.700012,515.700012,22671272
2023-02-02,499.000000,505.250000,483.049988,492.700012,492.700012,17269387
2023-02-03,496.000000,499.000000,481.000000,488.899994,488.899994,10593983
2023-02-06,487.000000,489.750000,473.700012,482.049988,482.049988,7441590
2023-02-07,483.899994,491.500000,482.000000,482.950012,482.950012,7117626
2023-02-08,484.799988,510.299988,483.500000,508.549988,508.549988,10571918
2023-02-09,508.549988,522.700012,502.200012,518.650024,518.650024,9516815
2023-02-10,519.799988,528.400024,518.299988,522.549988,522.549988,7239045
2023-02-13,522.549988,526.000000,512.150024,514.500000,514.500000,3063664
2023-02-14,515.400024,517.450012,507.649994,512.049988,512.049988,2233957
2023-02-15,510.750000,520.000000,509.649994,519.099976,519.099976,2497424
2023-02-16,519.000000,522.000000,512.700012,514.599976,514.599976,1983991
2023-02-17,514.549988,514.549988,501.500000,504.250000,504.250000,4312084
2023-02-20,506.299988,522.750000,500.250000,507.950012,507.950012,6129396
2023-02-21,510.899994,514.799988,500.049988,501.049988,501.049988,2669387
2023-02-22,500.600006,501.750000,492.500000,494.450012,494.450012,2728046
2023-02-23,494.450012,494.950012,486.149994,486.850006,486.850006,4158416
2023-02-24,488.500000,490.000000,482.000000,482.850006,482.850006,2436219
2023-02-27,482.850006,490.899994,478.000000,488.700012,488.700012,2587409
2023-02-28,490.899994,491.700012,484.549988,488.799988,488.799988,3271808
2023-03-01,488.899994,490.850006,484.399994,489.750000,489.750000,1591916
2023-03-02,490.000000,491.250000,481.649994,482.799988,482.799988,2618651
2023-03-03,485.299988,492.549988,481.600006,489.950012,489.950012,2983486
2023-03-06,492.000000,496.750000,489.000000,490.149994,490.149994,3007451
2023-03-08,490.000000,496.350006,488.000000,495.200012,495.200012,5589817
2023-03-09,495.000000,496.600006,490.000000,491.250000,491.250000,2336282
2023-03-10,487.549988,491.149994,484.200012,490.250000,490.250000,2383642
2023-03-13,490.000000,495.500000,477.299988,478.950012,478.950012,2849642
2023-03-14,480.450012,485.350006,468.750000,470.549988,470.549988,8530038
2023-03-15,473.049988,478.450012,465.100006,466.700012,466.700012,6095528
2023-03-16,466.700012,469.000000,457.799988,461.399994,461.399994,6790599
2023-03-17,464.049988,477.299988,464.000000,471.250000,471.250000,7640040
2023-03-20,470.000000,471.399994,458.100006,465.250000,465.250000,3937830
2023-03-21,467.000000,484.000000,466.500000,482.750000,482.750000,4363583
2023-03-22,483.000000,498.500000,483.000000,497.450012,497.450012,5604187
2023-03-23,497.450012,505.000000,494.149994,498.549988,498.549988,4489138
